src_global,dst_global,src_type,dst_type,edge_type,weight
46,40,device,device,physical,0.6079566666666667
40,47,device,device,physical,0.8144998
47,40,device,device,physical,0.8144998
40,48,device,device,physical,0.8555092666666666
48,40,device,device,physical,0.8555092666666666
40,49,device,device,physical,1.0
49,40,device,device,physical,1.0
40,51,device,device,physical,0.7347353999999999
51,40,device,device,physical,0.7347353999999999
40,53,device,device,physical,0.7553300000000001
53,40,device,device,physical,0.7553300000000001
41,45,device,device,physical,0.49391013333333333
45,41,device,device,physical,0.49391013333333333
41,46,device,device,physical,0.7869988666666666
46,41,device,device,physical,0.7869988666666666
41,47,device,device,physical,0.5015039333333333
47,41,device,device,physical,0.5015039333333333
41,48,device,device,physical,0.48119860000000003
48,41,device,device,physical,0.48119860000000003
41,49,device,device,physical,0.3311052
49,41,device,device,physical,0.3311052
41,51,device,device,physical,0.5450554
51,41,device,device,physical,0.5450554
41,53,device,device,physical,0.5254395333333333
53,41,device,device,physical,0.5254395333333333
42,52,device,device,physical,0.3965948
52,42,device,device,physical,0.3965948
44,50,device,device,physical,0.9178084666666666
50,44,device,device,physical,0.9178084666666666
44,54,device,device,physical,0.9178604666666667
54,44,device,device,physical,0.9178604666666667
44,55,device,device,physical,0.9178084666666666
55,44,device,device,physical,0.9178084666666666
44,56,device,device,physical,0.9174522
56,44,device,device,physical,0.9174522
44,57,device,device,physical,0.9178084666666666
57,44,device,device,physical,0.9178084666666666
45,46,device,device,physical,0.7779959333333333
46,45,device,device,physical,0.7779959333333333
45,47,device,device,physical,0.9464644666666666
47,45,device,device,physical,0.9464644666666666
45,48,device,device,physical,0.9561537333333333
48,45,device,device,physical,0.9561537333333333
45,49,device,device,physical,0.8451194
49,45,device,device,physical,0.8451194
45,51,device,device,physical,0.8918898
51,45,device,device,physical,0.8918898
45,53,device,device,physical,0.8991812
53,45,device,device,physical,0.8991812
46,47,device,device,physical,0.7996136666666667
47,46,device,device,physical,0.7996136666666667
46,48,device,device,physical,0.7688120666666667
48,46,device,device,physical,0.7688120666666667
46,49,device,device,physical,0.6079566666666667
49,46,device,device,physical,0.6079566666666667
46,51,device,device,physical,0.8465074666666667
51,46,device,device,physical,0.8465074666666667
46,53,device,device,physical,0.8257504
53,46,device,device,physical,0.8257504
47,48,device,device,physical,0.9852564
48,47,device,device,physical,0.9852564
47,49,device,device,physical,0.8144998
49,47,device,device,physical,0.8144998
47,51,device,device,physical,0.9343942666666667
51,47,device,device,physical,0.9343942666666667
47,53,device,device,physical,0.9511714
53,47,device,device,physical,0.9511714
48,49,device,device,physical,0.8555092666666666
49,48,device,device,physical,0.8555092666666666
48,51,device,device,physical,0.908067
51,48,device,device,physical,0.908067
48,53,device,device,physical,0.9263396
53,48,device,device,physical,0.9263396
49,51,device,device,physical,0.7347353999999999
51,49,device,device,physical,0.7347353999999999
49,53,device,device,physical,0.7553300000000001
53,49,device,device,physical,0.7553300000000001
50,54,device,device,physical,0.9997645333333334
54,50,device,device,physical,0.9997645333333334
50,55,device,device,physical,1.0
55,50,device,device,physical,1.0
50,56,device,device,physical,1.0
56,50,device,device,physical,1.0
50,57,device,device,physical,1.0
57,50,device,device,physical,1.0
51,53,device,device,physical,0.9912167333333334
53,51,device,device,physical,0.9912167333333334
54,55,device,device,physical,0.9997645333333334
55,54,device,device,physical,0.9997645333333334
54,56,device,device,physical,0.9922000666666667
56,54,device,device,physical,0.9922000666666667
54,57,device,device,physical,0.9997645333333334
57,54,device,device,physical,0.9997645333333334
55,56,device,device,physical,1.0
56,55,device,device,physical,1.0
55,57,device,device,physical,1.0
57,55,device,device,physical,1.0
56,57,device,device,physical,1.0
57,56,device,device,physical,1.0
7,8,device,device,flow,-0.7783085820491584
8,7,device,device,flow,-0.7783085820491584
7,9,device,device,flow,0.9827439558126189
9,7,device,device,flow,0.9827439558126189
12,13,device,device,flow,0.7574877198290555
13,12,device,device,flow,0.7574877198290555
12,14,device,device,flow,0.9648632139099382
14,12,device,device,flow,0.9648632139099382
12,25,device,device,flow,-0.9385258117658444
25,12,device,device,flow,-0.9385258117658444
12,32,device,device,flow,-0.8002871507018138
32,12,device,device,flow,-0.8002871507018138
12,33,device,device,flow,-0.8196824484286432
33,12,device,device,flow,-0.8196824484286432
12,35,device,device,flow,-0.7987864271876354
35,12,device,device,flow,-0.7987864271876354
12,42,device,device,flow,-0.8576355519207309
42,12,device,device,flow,-0.8576355519207309
14,25,device,device,flow,-0.9732016572589275
25,14,device,device,flow,-0.9732016572589275
14,32,device,device,flow,-0.8272358121671181
32,14,device,device,flow,-0.8272358121671181
14,33,device,device,flow,-0.8621410917113326
33,14,device,device,flow,-0.8621410917113326
14,35,device,device,flow,-0.8718095066802741
35,14,device,device,flow,-0.8718095066802741
14,42,device,device,flow,-0.8982518510137983
42,14,device,device,flow,-0.8982518510137983
15,45,device,device,flow,0.7640581396296522
45,15,device,device,flow,0.7640581396296522
15,51,device,device,flow,0.7959345643642997
51,15,device,device,flow,0.7959345643642997
15,53,device,device,flow,0.7768754389234004
53,15,device,device,flow,0.7768754389234004
23,24,device,device,flow,0.9496657189962107
24,23,device,device,flow,0.9496657189962107
23,27,device,device,flow,0.9135934110898407
27,23,device,device,flow,0.9135934110898407
23,31,device,device,flow,0.9260195996574202
31,23,device,device,flow,0.9260195996574202
24,27,device,device,flow,0.7845445780719696
27,24,device,device,flow,0.7845445780719696
24,31,device,device,flow,0.9782834963768603
31,24,device,device,flow,0.9782834963768603
25,32,device,device,flow,0.8785682298110092
32,25,device,device,flow,0.8785682298110092
25,33,device,device,flow,0.7921831053375014
33,25,device,device,flow,0.7921831053375014
25,35,device,device,flow,0.8067614470758939
35,25,device,device,flow,0.8067614470758939
25,42,device,device,flow,0.8245464008927682
42,25,device,device,flow,0.8245464008927682
26,54,device,device,flow,0.8443469266948104
54,26,device,device,flow,0.8443469266948104
26,56,device,device,flow,0.8383127507780215
56,26,device,device,flow,0.8383127507780215
27,31,device,device,flow,0.761119472925327
31,27,device,device,flow,0.761119472925327
28,31,device,device,flow,-0.7694095958602943
31,28,device,device,flow,-0.7694095958602943
32,44,device,device,flow,0.8488404792365126
44,32,device,device,flow,0.8488404792365126
33,35,device,device,flow,0.9209127352641785
35,33,device,device,flow,0.9209127352641785
33,42,device,device,flow,0.9284905262511115
42,33,device,device,flow,0.9284905262511115
34,45,device,device,flow,0.8591743458921015
45,34,device,device,flow,0.8591743458921015
34,51,device,device,flow,0.8351853028807352
51,34,device,device,flow,0.8351853028807352
34,53,device,device,flow,0.8433186932822062
53,34,device,device,flow,0.8433186932822062
35,42,device,device,flow,0.9188754955430296
42,35,device,device,flow,0.9188754955430296
45,51,device,device,flow,0.8371895978457253
51,45,device,device,flow,0.8371895978457253
45,53,device,device,flow,0.8373725062761374
53,45,device,device,flow,0.8373725062761374
51,53,device,device,flow,0.9777295483435317
53,51,device,device,flow,0.9777295483435317
